gene.id,gene.name,function
ENSG00000118922.17,KLF12,protein coding
ENSG00000136111.12,TBC1D4,protein coding
ENSG00000188243.12,COMMD6,protein coding
ENSG00000118939.17,UCHL3,protein coding
ENSG00000136153.19,LMO7,protein coding
ENSG00000178734.5,LMO7DN,protein coding
ENSG00000178695.5,KCTD12,protein coding
ENSG00000102794.9,ACOD1,protein coding
ENSG00000102805.14,CLN5,protein coding
ENSG00000005812.10,FBXL3,protein coding
ENSG00000005810.17,MYCBP2,protein coding
ENSG00000136155.16,SCEL,protein coding
ENSG00000139737.21,SLAIN1,protein coding
ENSG00000136160.14,EDNRB,protein coding
ENSG00000152192.7,POU4F1,protein coding
ENSG00000152193.7,RNF219,protein coding
ENSG00000139746.15,RBM26,protein coding
ENSG00000102471.13,NDFIP2,protein coding
ENSG00000136158.11,SPRY2,protein coding
ENSG00000178235.7,SLITRK1,protein coding
ENSG00000184564.8,SLITRK6,protein coding
ENSG00000165300.7,SLITRK5,protein coding
ENSG00000179399.14,GPC5,protein coding
ENSG00000183098.10,GPC6,protein coding
ENSG00000080166.15,DCT,protein coding
ENSG00000088451.10,TGDS,protein coding
ENSG00000152749.7,GPR180,protein coding
ENSG00000125285.5,SOX21,protein coding
ENSG00000125257.13,ABCC4,protein coding
ENSG00000134873.9,CLDN10,protein coding
ENSG00000134874.17,DZIP1,protein coding
ENSG00000102580.14,DNAJC3,protein coding
ENSG00000102595.19,UGGT2,protein coding
ENSG00000185352.8,HS6ST3,protein coding
ENSG00000165621.8,OXGR1,protein coding
ENSG00000139793.18,MBNL2,protein coding
ENSG00000125249.6,RAP2A,protein coding
ENSG00000065150.18,IPO5,protein coding
ENSG00000152767.16,FARP1,protein coding
ENSG00000139797.7,RNF113B,protein coding
ENSG00000102572.14,STK24,protein coding
ENSG00000088386.16,SLC15A1,protein coding
ENSG00000088387.18,DOCK9,protein coding
ENSG00000134882.15,UBAC2,protein coding
ENSG00000125245.12,GPR18,protein coding
ENSG00000169508.6,GPR183,protein coding
ENSG00000125304.8,TM9SF2,protein coding
ENSG00000125246.15,CLYBL,protein coding
ENSG00000139800.8,ZIC5,protein coding
ENSG00000043355.11,ZIC2,protein coding
ENSG00000175198.15,PCCA,protein coding
ENSG00000134864.10,GGACT,protein coding
ENSG00000125247.15,TMTC4,protein coding
ENSG00000102452.15,NALCN,protein coding
ENSG00000198542.13,ITGBL1,protein coding
ENSG00000102466.15,FGF14,protein coding
ENSG00000134900.11,TPP2,protein coding
ENSG00000139780.7,METTL21C,protein coding
ENSG00000175820.3,CCDC168,protein coding
ENSG00000151287.16,TEX30,protein coding
ENSG00000134901.12,KDELC1,protein coding
ENSG00000134897.13,BIVM,protein coding
ENSG00000134899.18,ERCC5,protein coding
ENSG00000125255.6,SLC10A2,protein coding
ENSG00000182346.18,DAOA,protein coding
ENSG00000125266.6,EFNB2,protein coding
ENSG00000134884.13,ARGLU1,protein coding
ENSG00000204442.3,FAM155A,protein coding
ENSG00000174405.13,LIG4,protein coding
ENSG00000139826.5,ABHD13,protein coding
ENSG00000102524.11,TNFSF13B,protein coding
ENSG00000283384.1,RP11-153I24.5,protein coding
ENSG00000041515.15,MYO16,protein coding
ENSG00000185950.8,IRS2,protein coding
ENSG00000187498.14,COL4A1,protein coding
ENSG00000134871.17,COL4A2,protein coding
ENSG00000139832.4,RAB20,protein coding
ENSG00000213995.11,NAXD,protein coding
ENSG00000134905.16,CARS2,protein coding
ENSG00000153487.12,ING1,protein coding
ENSG00000088448.14,ANKRD10,protein coding
ENSG00000102606.17,ARHGEF7,protein coding
ENSG00000153495.10,TEX29,protein coding
ENSG00000182968.4,SOX1,protein coding
ENSG00000153498.11,SPACA7,protein coding
ENSG00000126216.13,TUBGCP3,protein coding
ENSG00000068650.18,ATP11A,protein coding
ENSG00000126217.20,MCF2L,protein coding
ENSG00000057593.13,F7,protein coding
ENSG00000126218.11,F10,protein coding
ENSG00000126231.13,PROZ,protein coding
ENSG00000126226.21,PCID2,protein coding
ENSG00000139842.14,CUL4A,protein coding
ENSG00000185896.10,LAMP1,protein coding
ENSG00000139835.13,GRTP1,protein coding
ENSG00000153531.13,ADPRHL1,protein coding
ENSG00000150401.14,DCUN1D2,protein coding
ENSG00000150403.17,TMCO3,protein coding
ENSG00000198176.12,TFDP1,protein coding
ENSG00000186009.4,ATP4B,protein coding
ENSG00000185974.6,GRK1,protein coding
ENSG00000184497.12,TMEM255B,protein coding
ENSG00000183087.14,GAS6,protein coding
ENSG00000283199.1,ABC13-47488600E17.1,protein coding
ENSG00000185989.10,RASA3,protein coding
ENSG00000283361.1,RP11-569D9.5,protein coding
ENSG00000130177.14,CDC16,protein coding
ENSG00000169062.14,UPF3A,protein coding
ENSG00000198824.5,CHAMP1,protein coding
ENSG00000257115.1,OR11H12,protein coding
ENSG00000222036.7,POTEM,protein coding
ENSG00000187537.13,POTEG,protein coding
ENSG00000258453.2,OR11H2,protein coding
ENSG00000176294.4,OR4N2,protein coding
ENSG00000182652.1,OR4Q3,protein coding
ENSG00000176299.4,OR4M1,protein coding
ENSG00000165762.2,OR4K2,protein coding
ENSG00000176281.4,OR4K5,protein coding
ENSG00000155249.4,OR4K1,protein coding
ENSG00000169488.5,OR4K15,protein coding
ENSG00000169484.2,OR4K14,protein coding
ENSG00000176253.2,OR4K13,protein coding
ENSG00000176246.1,OR4L1,protein coding
ENSG00000176230.4,OR4K17,protein coding
ENSG00000184394.1,OR4N5,protein coding
ENSG00000196832.3,OR11G2,protein coding
ENSG00000176219.2,OR11H6,protein coding
ENSG00000176198.2,OR11H4,protein coding
ENSG00000136319.11,TTC5,protein coding
ENSG00000100814.17,CCNB1IP1,protein coding
ENSG00000129484.13,PARP2,protein coding
ENSG00000129566.12,TEP1,protein coding
ENSG00000185271.7,KLHL33,protein coding
ENSG00000092094.10,OSGEP,protein coding
ENSG00000100823.11,APEX1,protein coding
ENSG00000165782.10,TMEM55B,protein coding
ENSG00000198805.11,PNP,protein coding
ENSG00000182545.6,RNASE10,protein coding
ENSG00000188655.10,RNASE9,protein coding
ENSG00000173464.14,RNASE11,protein coding
ENSG00000258436.1,RNASE12,protein coding
ENSG00000181803.3,OR6S1,protein coding
ENSG00000258818.3,RNASE4,protein coding
ENSG00000214274.9,ANG,protein coding
ENSG00000181562.4,EDDM3A,protein coding
ENSG00000181552.3,EDDM3B,protein coding
ENSG00000169413.2,RNASE6,protein coding
ENSG00000129538.13,RNASE1,protein coding
ENSG00000169397.3,RNASE3,protein coding
ENSG00000169385.2,RNASE2,protein coding
ENSG00000165792.17,METTL17,protein coding
ENSG00000165794.9,SLC39A2,protein coding
ENSG00000165795.23,NDRG2,protein coding
ENSG00000179636.14,TPPP2,protein coding
ENSG00000206150.3,RNASE13,protein coding
ENSG00000165799.4,RNASE7,protein coding
ENSG00000173431.2,RNASE8,protein coding
ENSG00000165801.9,ARHGEF40,protein coding
ENSG00000165804.15,ZNF219,protein coding
ENSG00000232070.8,TMEM253,protein coding
ENSG00000169327.4,OR5AU1,protein coding
ENSG00000092199.17,HNRNPC,protein coding
ENSG00000092200.12,RPGRIP1,protein coding
ENSG00000092201.9,SUPT16H,protein coding
ENSG00000100888.12,CHD8,protein coding
ENSG00000129472.13,RAB2B,protein coding
ENSG00000092203.13,TOX4,protein coding
ENSG00000165819.11,METTL3,protein coding
ENSG00000165821.11,SALL2,protein coding
ENSG00000169208.1,OR10G3,protein coding
ENSG00000255582.1,OR10G2,protein coding
ENSG00000221977.1,OR4E2,protein coding
ENSG00000129562.10,DAD1,protein coding
ENSG00000100439.10,ABHD4,protein coding
ENSG00000255804.1,OR6J1,protein coding
ENSG00000155463.12,OXA1L,protein coding
ENSG00000155465.18,SLC7A7,protein coding
ENSG00000172590.18,MRPL52,protein coding
ENSG00000157227.12,MMP14,protein coding
ENSG00000197324.8,LRP10,protein coding
ENSG00000139890.9,REM2,protein coding
ENSG00000100461.17,RBM23,protein coding
ENSG00000100462.15,PRMT5,protein coding
ENSG00000092036.18,HAUS4,protein coding
ENSG00000129474.15,AJUBA,protein coding
ENSG00000100802.14,C14orf93,protein coding
ENSG00000100804.18,PSMB5,protein coding
ENSG00000222028.3,PSMB11,protein coding
ENSG00000139880.19,CDH24,protein coding
ENSG00000100813.14,ACIN1,protein coding
ENSG00000179933.5,C14orf119,protein coding
ENSG00000283654.1,RP11-244E17.1,protein coding
ENSG00000092067.5,CEBPE,protein coding
ENSG00000092068.19,SLC7A8,protein coding
ENSG00000215277.8,RNF212B,protein coding
ENSG00000215271.7,HOMEZ,protein coding
ENSG00000235194.8,PPP1R3E,protein coding
ENSG00000129473.9,BCL2L2,protein coding
ENSG00000258643.5,BCL2L2-PABPN1,protein coding
ENSG00000100836.10,PABPN1,protein coding
ENSG00000092096.16,SLC22A17,protein coding
ENSG00000100842.12,EFS,protein coding
ENSG00000166090.8,IL25,protein coding
ENSG00000166091.19,CMTM5,protein coding
ENSG00000197616.11,MYH6,protein coding
ENSG00000092054.12,MYH7,protein coding
ENSG00000129460.15,NGDN,protein coding
ENSG00000136367.13,ZFHX2,protein coding
ENSG00000259431.5,THTPA,protein coding
ENSG00000213983.11,AP1G2,protein coding
ENSG00000092051.16,JPH4,protein coding
ENSG00000100867.14,DHRS2,protein coding
ENSG00000157326.18,DHRS4,protein coding
ENSG00000187630.15,DHRS4L2,protein coding
ENSG00000186648.14,CARMIL3,protein coding
ENSG00000100884.9,CPNE6,protein coding
ENSG00000129535.12,NRL,protein coding
ENSG00000100889.11,PCK2,protein coding
ENSG00000100897.17,DCAF11,protein coding
ENSG00000139914.6,FITM1,protein coding
ENSG00000092010.14,PSME1,protein coding
ENSG00000100908.13,EMC9,protein coding
ENSG00000100911.15,PSME2,protein coding
ENSG00000092098.16,RNF31,protein coding
ENSG00000213928.8,IRF9,protein coding
ENSG00000100918.12,REC8,protein coding
ENSG00000196497.16,IPO4,protein coding
ENSG00000100926.14,TM9SF1,protein coding
ENSG00000139908.14,TSSK4,protein coding
ENSG00000254505.9,CHMP4A,protein coding
ENSG00000213920.8,MDP1,protein coding
ENSG00000129559.12,NEDD8,protein coding
ENSG00000100938.17,GMPR2,protein coding
ENSG00000092330.15,TINF2,protein coding
ENSG00000092295.11,TGM1,protein coding
ENSG00000100949.14,RABGGTA,protein coding
ENSG00000157379.13,DHRS1,protein coding
ENSG00000196943.12,NOP9,protein coding
ENSG00000213906.9,LTB4R2,protein coding
ENSG00000213903.8,LTB4R,protein coding
ENSG00000129467.13,ADCY4,protein coding
ENSG00000129465.15,RIPK3,protein coding
ENSG00000100968.13,NFATC4,protein coding
ENSG00000205978.5,NYNRIN,protein coding
ENSG00000139899.10,CBLN3,protein coding
ENSG00000100441.9,KHNYN,protein coding
ENSG00000100445.17,SDR39U1,protein coding
ENSG00000092009.10,CMA1,protein coding
ENSG00000100448.3,CTSG,protein coding
ENSG00000100450.12,GZMH,protein coding
ENSG00000100453.12,GZMB,protein coding
ENSG00000168952.15,STXBP6,protein coding
ENSG00000139910.19,NOVA1,protein coding
ENSG00000176165.10,FOXG1,protein coding
ENSG00000184304.14,PRKD1,protein coding
ENSG00000092140.14,G2E3,protein coding
ENSG00000092108.20,SCFD1,protein coding
ENSG00000100473.15,COCH,protein coding
ENSG00000196792.11,STRN3,protein coding
ENSG00000100478.14,AP4S1,protein coding
ENSG00000092148.12,HECTD1,protein coding
ENSG00000129493.14,HEATR5A,protein coding
ENSG00000203546.7,RP11-176H8.1,protein coding
ENSG00000129480.12,DTD2,protein coding
ENSG00000214943.4,GPR33,protein coding
ENSG00000151413.16,NUBPL,protein coding
ENSG00000100852.12,ARHGAP5,protein coding
ENSG00000151320.10,AKAP6,protein coding
ENSG00000151322.18,NPAS3,protein coding
ENSG00000129521.13,EGLN3,protein coding
ENSG00000165389.6,SPTSSA,protein coding
ENSG00000129518.8,EAPP,protein coding
ENSG00000129515.18,SNX6,protein coding
ENSG00000165410.14,CFL2,protein coding
ENSG00000198604.10,BAZ1A,protein coding
ENSG00000100883.11,SRP54,protein coding
ENSG00000151327.12,FAM177A1,protein coding
ENSG00000092020.10,PPP2R3C,protein coding
ENSG00000100890.15,KIAA0391,protein coding
ENSG00000100902.10,PSMA6,protein coding
ENSG00000100906.10,NFKBIA,protein coding
ENSG00000168348.3,INSM2,protein coding
ENSG00000174373.16,RALGAPA1,protein coding
ENSG00000100916.13,BRMS1L,protein coding
ENSG00000151332.18,MBIP,protein coding
ENSG00000229415.9,SFTA3,protein coding
ENSG00000136352.17,NKX2-1,protein coding
ENSG00000136327.6,NKX2-8,protein coding
ENSG00000198807.12,PAX9,protein coding
ENSG00000183032.11,SLC25A21,protein coding
ENSG00000151338.18,MIPOL1,protein coding
ENSG00000129514.5,FOXA1,protein coding
ENSG00000139865.16,TTC6,protein coding
ENSG00000139874.5,SSTR1,protein coding
ENSG00000176435.6,CLEC14A,protein coding
ENSG00000100934.14,SEC23A,protein coding
ENSG00000092208.16,GEMIN2,protein coding
ENSG00000182400.14,TRAPPC6B,protein coding
ENSG00000100941.8,PNN,protein coding
ENSG00000150526.12,MIA2,protein coding
ENSG00000150527.16,CTAGE5,protein coding
ENSG00000165355.7,FBXO33,protein coding
ENSG00000165379.13,LRFN5,protein coding
ENSG00000189139.5,FSCB,protein coding
ENSG00000179476.7,C14orf28,protein coding
ENSG00000179454.13,KLHL28,protein coding
ENSG00000198718.12,TOGARAM1,protein coding
ENSG00000185246.17,PRPF39,protein coding
ENSG00000100442.10,FKBP3,protein coding
ENSG00000187790.10,FANCM,protein coding
ENSG00000129534.13,MIS18BP1,protein coding
ENSG00000165496.4,RPL10L,protein coding
ENSG00000139915.18,MDGA2,protein coding
ENSG00000213741.9,RPS29,protein coding
ENSG00000165501.16,LRR1,protein coding
ENSG00000165502.6,RPL36AL,protein coding
ENSG00000168282.5,MGAT2,protein coding
ENSG00000165506.14,DNAAF2,protein coding
ENSG00000100479.12,POLE2,protein coding
ENSG00000197776.7,KLHDC1,protein coding
ENSG00000165516.10,KLHDC2,protein coding
ENSG00000165525.17,NEMF,protein coding
ENSG00000165527.6,ARF6,protein coding
ENSG00000100483.13,VCPKMT,protein coding
ENSG00000100485.11,SOS2,protein coding
ENSG00000087299.11,L2HGDH,protein coding
ENSG00000125375.14,ATP5S,protein coding
ENSG00000100490.9,CDKL1,protein coding
ENSG00000012983.11,MAP4K5,protein coding
ENSG00000198513.11,ATL1,protein coding
ENSG00000151748.14,SAV1,protein coding
ENSG00000100503.23,NIN,protein coding
ENSG00000100504.16,PYGL,protein coding
ENSG00000131969.14,ABHD12B,protein coding
ENSG00000100505.13,TRIM9,protein coding
ENSG00000139921.12,TMX1,protein coding
ENSG00000139926.15,FRMD6,protein coding
ENSG00000186469.8,GNG2,protein coding
ENSG00000087302.8,C14orf166,protein coding
ENSG00000087303.17,NID2,protein coding
ENSG00000168229.3,PTGDR,protein coding
ENSG00000125384.6,PTGER2,protein coding
ENSG00000087301.8,TXNDC16,protein coding
ENSG00000180998.11,GPR137C,protein coding
ENSG00000197930.12,ERO1A,protein coding
ENSG00000100519.11,PSMC6,protein coding
ENSG00000198252.11,STYX,protein coding
ENSG00000100522.8,GNPNAT1,protein coding
ENSG00000073712.14,FERMT2,protein coding
ENSG00000100523.14,DDHD1,protein coding
ENSG00000125378.15,BMP4,protein coding
ENSG00000100526.19,CDKN3,protein coding
ENSG00000100528.11,CNIH1,protein coding
ENSG00000197045.12,GMFB,protein coding
ENSG00000100532.11,CGRRF1,protein coding
ENSG00000020577.13,SAMD4A,protein coding
ENSG00000131979.18,GCH1,protein coding
ENSG00000198554.11,WDHD1,protein coding
ENSG00000180008.8,SOCS4,protein coding
ENSG00000168175.14,MAPK1IP1L,protein coding
ENSG00000131981.15,LGALS3,protein coding
ENSG00000126787.12,DLGAP5,protein coding
ENSG00000178974.9,FBXO34,protein coding
ENSG00000126775.8,ATG14,protein coding
ENSG00000182521.5,TBPL2,protein coding
ENSG00000126777.17,KTN1,protein coding
ENSG00000139946.9,PELI2,protein coding
ENSG00000070269.13,TMEM260,protein coding
ENSG00000165588.16,OTX2,protein coding
ENSG00000070367.15,EXOC5,protein coding
ENSG00000053770.11,AP5M1,protein coding
ENSG00000139977.13,NAA30,protein coding
ENSG00000100557.9,C14orf105,protein coding
ENSG00000151812.14,SLC35F4,protein coding
ENSG00000139971.15,C14orf37,protein coding
ENSG00000131966.13,ACTR10,protein coding
ENSG00000100567.12,PSMA3,protein coding
ENSG00000032219.18,ARID4A,protein coding
ENSG00000196860.7,TOMM20L,protein coding
ENSG00000100575.13,TIMM9,protein coding
ENSG00000100578.14,KIAA0586,protein coding
ENSG00000165617.14,DACT1,protein coding
ENSG00000100592.15,DAAM1,protein coding
ENSG00000181619.11,GPR135,protein coding
ENSG00000126790.11,L3HYPDH,protein coding
ENSG00000050130.17,JKAMP,protein coding
ENSG00000151838.11,CCDC175,protein coding
ENSG00000139970.16,RTN1,protein coding
ENSG00000131951.10,LRRC9,protein coding
ENSG00000126773.12,PCNX4,protein coding
ENSG00000100612.13,DHRS7,protein coding
ENSG00000100614.17,PPM1A,protein coding
ENSG00000179008.8,C14orf39,protein coding
ENSG00000184302.6,SIX6,protein coding
ENSG00000126778.8,SIX1,protein coding
ENSG00000100625.8,SIX4,protein coding
ENSG00000020426.10,MNAT1,protein coding
ENSG00000126814.6,TRMT5,protein coding
ENSG00000139974.15,SLC38A6,protein coding
ENSG00000027075.14,PRKCH,protein coding
ENSG00000182107.6,TMEM30B,protein coding
ENSG00000100644.16,HIF1A,protein coding
ENSG00000023608.4,SNAPC1,protein coding
ENSG00000139973.16,SYT16,protein coding
ENSG00000140015.19,KCNH5,protein coding
ENSG00000126785.12,RHOJ,protein coding
ENSG00000179600.3,GPHB5,protein coding
ENSG00000154001.13,PPP2R5E,protein coding
ENSG00000140006.11,WDR89,protein coding
ENSG00000126821.7,SGPP1,protein coding
ENSG00000054654.16,SYNE2,protein coding
ENSG00000140009.18,ESR2,protein coding
ENSG00000100714.15,MTHFD1,protein coding
ENSG00000089775.11,ZBTB25,protein coding
ENSG00000179841.8,AKAP5,protein coding
ENSG00000126804.13,ZBTB1,protein coding
ENSG00000126803.9,HSPA2,protein coding
ENSG00000165807.7,PPP1R36,protein coding
ENSG00000126822.16,PLEKHG3,protein coding
ENSG00000070182.19,SPTB,protein coding
ENSG00000258289.8,CHURC1,protein coding
ENSG00000176153.11,GPX2,protein coding
ENSG00000139998.14,RAB15,protein coding
ENSG00000257365.7,FNTB,protein coding
ENSG00000125952.18,MAX,protein coding
ENSG00000033170.16,FUT8,protein coding
ENSG00000196553.14,LINC00238,protein coding
ENSG00000171723.15,GPHN,protein coding
ENSG00000172717.15,FAM71D,protein coding
ENSG00000072415.8,MPP5,protein coding
ENSG00000100554.11,ATP6V1D,protein coding
ENSG00000134001.12,EIF2S1,protein coding
ENSG00000100558.8,PLEK2,protein coding
ENSG00000198133.8,TMEM229B,protein coding
ENSG00000054690.13,PLEKHH1,protein coding
ENSG00000100564.8,PIGH,protein coding
ENSG00000081181.7,ARG2,protein coding
ENSG00000100568.10,VTI1B,protein coding
ENSG00000072042.12,RDH11,protein coding
ENSG00000139988.9,RDH12,protein coding
ENSG00000072121.15,ZFYVE26,protein coding
ENSG00000182185.18,RAD51B,protein coding
ENSG00000185650.9,ZFP36L1,protein coding
ENSG00000072110.13,ACTN1,protein coding
ENSG00000139990.17,DCAF5,protein coding
ENSG00000081177.18,EXD2,protein coding
ENSG00000100626.16,GALNT16,protein coding
ENSG00000100632.10,ERH,protein coding
ENSG00000029364.11,SLC39A9,protein coding
ENSG00000175985.9,PLEKHD1,protein coding
ENSG00000267909.2,CCDC177,protein coding
ENSG00000100647.7,SUSD6,protein coding
ENSG00000100650.15,SRSF5,protein coding
ENSG00000100652.4,SLC10A1,protein coding
ENSG00000198732.10,SMOC1,protein coding
ENSG00000100678.18,SLC8A3,protein coding
ENSG00000133983.14,COX16,protein coding
ENSG00000213463.4,SYNJ2BP,protein coding
ENSG00000139985.6,ADAM21,protein coding
ENSG00000134007.3,ADAM20,protein coding
ENSG00000133997.11,MED6,protein coding
ENSG00000133985.2,TTC9,protein coding
ENSG00000006432.15,MAP3K9,protein coding
ENSG00000100731.15,PCNX1,protein coding
ENSG00000197555.9,SIPA1L1,protein coding
ENSG00000182732.16,RGS6,protein coding
ENSG00000205683.11,DPF3,protein coding
ENSG00000119599.16,DCAF4,protein coding
ENSG00000165861.13,ZFYVE1,protein coding
ENSG00000119707.13,RBM25,protein coding
ENSG00000080815.18,PSEN1,protein coding
ENSG00000100767.15,PAPLN,protein coding
ENSG00000133961.19,NUMB,protein coding
ENSG00000187105.8,HEATR4,protein coding
ENSG00000170468.7,RIOX1,protein coding
ENSG00000184227.7,ACOT1,protein coding
ENSG00000119673.14,ACOT2,protein coding
ENSG00000177465.4,ACOT4,protein coding
ENSG00000205669.2,ACOT6,protein coding
ENSG00000119661.14,DNAL1,protein coding
ENSG00000176903.4,PNMA1,protein coding
ENSG00000156030.13,ELMSAN1,protein coding
ENSG00000140043.11,PTGR2,protein coding
ENSG00000119725.18,ZNF410,protein coding
